"lon","lat","bathy"
189.192200557103,65,-41
189.275766016713,65,-42
189.359331476323,65,-43
189.442896935933,65,-45
189.526462395543,65,-46
189.610027855153,65,-47
189.693593314763,65,-47
189.777158774373,65,-48
189.860724233983,65,-49
189.944289693593,65,-51
190.027855153203,65,-51
190.111420612813,65,-51
190.194986072423,65,-52
190.278551532033,65,-52
190.362116991643,65,-51
190.445682451253,65,-50
190.529247910864,65,-49
190.612813370474,65,-49
190.696378830084,65,-49
190.779944289694,65,-49
190.863509749304,65,-49
190.947075208914,65,-49
191.030640668524,65,-49
191.114206128134,65,-48
191.197771587744,65,-47
191.281337047354,65,-45
191.364902506964,65,-44
191.448467966574,65,-41
191.532033426184,65,-39
191.615598885794,65,-36
191.699164345404,65,-33
191.782729805014,65,-28
191.866295264624,65,-13
191.949860724234,65,-9
192.033426183844,65,-20
192.116991643454,65,-22
192.200557103064,65,-23
192.284122562674,65,-23
192.367688022284,65,-22
192.451253481894,65,-22
192.534818941504,65,-22
192.618384401114,65,-21
192.701949860724,65,-21
192.785515320334,65,-20
192.869080779944,65,-19
192.952646239554,65,-19
193.036211699164,65,-18
193.119777158774,65,-16
193.203342618384,65,-9
193.286908077994,65,-6
193.370473537604,65,1
193.454038997214,65,35
193.537604456825,65,75
193.621169916435,65,115
193.704735376045,65,187
193.788300835655,65,218
193.871866295265,65,281
193.955431754875,65,296
194.038997214485,65,284
194.122562674095,65,434
194.206128133705,65,646
194.289693593315,65,588
194.373259052925,65,504
194.456824512535,65,256
194.540389972145,65,561
194.623955431755,65,631
194.707520891365,65,615
194.791086350975,65,453
194.874651810585,65,641
194.958217270195,65,576
195.041782729805,65,459
195.125348189415,65,497
195.208913649025,65,238
195.292479108635,65,168
195.376044568245,65,144
195.459610027855,65,159
195.543175487465,65,161
195.626740947075,65,148
195.710306406685,65,197
195.793871866295,65,152
195.877437325905,65,71
195.961002785515,65,111
196.044568245125,65,149
196.128133704735,65,140
196.211699164345,65,251
196.295264623955,65,252
196.378830083565,65,88
196.462395543175,65,205
196.545961002786,65,228
196.629526462396,65,167
196.713091922006,65,201
196.796657381616,65,175
196.880222841226,65,36
196.963788300836,65,42
197.047353760446,65,46
197.130919220056,65,50
197.214484679666,65,87
197.298050139276,65,131
197.381615598886,65,280
197.465181058496,65,421
197.548746518106,65,645
197.632311977716,65,576
197.715877437326,65,481
197.799442896936,65,262
197.883008356546,65,87
197.966573816156,65,125
198.050139275766,65,154
198.133704735376,65,76
198.217270194986,65,61
198.300835654596,65,55
198.384401114206,65,97
198.467966573816,65,147
198.551532033426,65,143
198.635097493036,65,103
198.718662952646,65,117
198.802228412256,65,129
198.885793871866,65,106
198.969359331476,65,42
199.052924791086,65,8
199.136490250696,65,9
199.220055710306,65,47
199.303621169916,65,60
199.387186629526,65,106
199.470752089136,65,103
199.554317548747,65,242
199.637883008357,65,250
199.721448467967,65,272
199.805013927577,65,351
199.888579387187,65,357
199.972144846797,65,429
200.055710306407,65,441
200.139275766017,65,381
200.222841225627,65,378
200.306406685237,65,388
200.389972144847,65,418
200.473537604457,65,495
200.557103064067,65,547
200.640668523677,65,657
200.724233983287,65,604
200.807799442897,65,487
200.891364902507,65,508
200.974930362117,65,493
201.058495821727,65,446
201.142061281337,65,369
201.225626740947,65,423
201.309192200557,65,441
201.392757660167,65,345
201.476323119777,65,311
201.559888579387,65,354
201.643454038997,65,481
201.727019498607,65,481
201.810584958217,65,378
201.894150417827,65,448
201.977715877437,65,332
202.061281337047,65,259
202.144846796657,65,199
202.228412256267,65,128
202.311977715877,65,85
202.395543175487,65,57
202.479108635098,65,37
202.562674094708,65,37
202.646239554318,65,38
202.729805013928,65,38
202.813370473538,65,39
202.896935933148,65,44
202.980501392758,65,44
203.064066852368,65,43
203.147632311978,65,44
203.231197771588,65,73
203.314763231198,65,108
203.398328690808,65,132
203.481894150418,65,174
203.565459610028,65,171
203.649025069638,65,165
203.732590529248,65,217
203.816155988858,65,304
203.899721448468,65,365
203.983286908078,65,381
204.066852367688,65,355
204.150417827298,65,381
204.233983286908,65,468
204.317548746518,65,451
204.401114206128,65,517
204.484679665738,65,553
204.568245125348,65,461
204.651810584958,65,278
204.735376044568,65,210
204.818941504178,65,226
204.902506963788,65,369
204.986072423398,65,572
205.069637883008,65,637
205.153203342618,65,740
205.236768802228,65,375
205.320334261838,65,192
205.403899721448,65,153
205.487465181058,65,123
205.571030640669,65,116
205.654596100279,65,90
205.738161559889,65,70
205.821727019499,65,66
205.905292479109,65,51
205.988857938719,65,52
206.072423398329,65,54
206.155988857939,65,56
206.239554317549,65,72
206.323119777159,65,96
206.406685236769,65,122
206.490250696379,65,127
206.573816155989,65,156
206.657381615599,65,188
206.740947075209,65,164
206.824512534819,65,177
206.908077994429,65,185
206.991643454039,65,195
207.075208913649,65,218
207.158774373259,65,214
207.242339832869,65,221
207.325905292479,65,224
207.409470752089,65,229
207.493036211699,65,212
207.576601671309,65,195
207.660167130919,65,178
207.743732590529,65,167
207.827298050139,65,161
207.910863509749,65,161
207.994428969359,65,156
208.077994428969,65,166
208.161559888579,65,173
208.245125348189,65,161
208.328690807799,65,118
208.412256267409,65,84
208.495821727019,65,66
208.57938718663,65,73
208.66295264624,65,78
208.74651810585,65,85
208.83008356546,65,120
208.91364902507,65,203
208.99721448468,65,185
209.08077994429,65,164
209.1643454039,65,165
209.24791086351,65,164
209.33147632312,65,132
209.41504178273,65,82
209.49860724234,65,79
209.58217270195,65,104
209.66573816156,65,148
209.74930362117,65,147
209.83286908078,65,198
209.91643454039,65,366
210,65,403
180,64.9161290322581,-28
180.08356545961,64.9161290322581,-28
180.16713091922,64.9161290322581,-34
180.25069637883,64.9161290322581,-38
180.33426183844,64.9161290322581,-42
180.41782729805,64.9161290322581,-83
180.50139275766,64.9161290322581,-91
180.58495821727,64.9161290322581,-93
180.66852367688,64.9161290322581,-93
180.75208913649,64.9161290322581,-91
180.8356545961,64.9161290322581,-90
180.91922005571,64.9161290322581,-85
181.00278551532,64.9161290322581,-79
181.08635097493,64.9161290322581,-76
181.16991643454,64.9161290322581,-77
181.25348189415,64.9161290322581,-74
181.33704735376,64.9161290322581,-72
181.42061281337,64.9161290322581,-80
181.504178272981,64.9161290322581,-84
181.587743732591,64.9161290322581,-84
181.671309192201,64.9161290322581,-84
181.754874651811,64.9161290322581,-81
181.838440111421,64.9161290322581,-73
181.922005571031,64.9161290322581,-73
182.005571030641,64.9161290322581,-72
182.089136490251,64.9161290322581,-69
182.172701949861,64.9161290322581,-67
182.256267409471,64.9161290322581,-69
182.339832869081,64.9161290322581,-72
182.423398328691,64.9161290322581,-82
182.506963788301,64.9161290322581,-79
182.590529247911,64.9161290322581,-73
182.674094707521,64.9161290322581,-67
182.757660167131,64.9161290322581,-60
182.841225626741,64.9161290322581,-57
182.924791086351,64.9161290322581,-59
183.008356545961,64.9161290322581,-62
183.091922005571,64.9161290322581,-67
183.175487465181,64.9161290322581,-73
183.259052924791,64.9161290322581,-75
183.342618384401,64.9161290322581,-71
183.426183844011,64.9161290322581,-61
183.509749303621,64.9161290322581,-60
183.593314763231,64.9161290322581,-65
183.676880222841,64.9161290322581,-65
183.760445682451,64.9161290322581,-65
183.844011142061,64.9161290322581,-56
183.927576601671,64.9161290322581,-52
184.011142061281,64.9161290322581,-51
184.094707520891,64.9161290322581,-51
184.178272980501,64.9161290322581,-47
184.261838440111,64.9161290322581,-39
184.345403899721,64.9161290322581,-32
184.428969359331,64.9161290322581,-16
184.512534818942,64.9161290322581,143
184.596100278552,64.9161290322581,28
184.679665738162,64.9161290322581,38
184.763231197772,64.9161290322581,100
184.846796657382,64.9161290322581,287
184.930362116992,64.9161290322581,241
185.013927576602,64.9161290322581,57
185.097493036212,64.9161290322581,133
185.181058495822,64.9161290322581,109
185.264623955432,64.9161290322581,83
185.348189415042,64.9161290322581,2
185.431754874652,64.9161290322581,213
185.515320334262,64.9161290322581,242
185.598885793872,64.9161290322581,198
185.682451253482,64.9161290322581,226
185.766016713092,64.9161290322581,204
185.849582172702,64.9161290322581,76
185.933147632312,64.9161290322581,111
186.016713091922,64.9161290322581,265
186.100278551532,64.9161290322581,387
186.183844011142,64.9161290322581,426
186.267409470752,64.9161290322581,452
186.350974930362,64.9161290322581,471
186.434540389972,64.9161290322581,700
186.518105849582,64.9161290322581,796
186.601671309192,64.9161290322581,617
186.685236768802,64.9161290322581,429
186.768802228412,64.9161290322581,338
186.852367688022,64.9161290322581,271
186.935933147632,64.9161290322581,106
187.019498607242,64.9161290322581,24
187.103064066852,64.9161290322581,63
187.186629526462,64.9161290322581,129
187.270194986072,64.9161290322581,37
187.353760445682,64.9161290322581,-17
187.437325905292,64.9161290322581,-15
187.520891364902,64.9161290322581,4
187.604456824513,64.9161290322581,30
187.688022284123,64.9161290322581,11
187.771587743733,64.9161290322581,-19
187.855153203343,64.9161290322581,-28
187.938718662953,64.9161290322581,-29
188.022284122563,64.9161290322581,-31
188.105849582173,64.9161290322581,-34
188.189415041783,64.9161290322581,-44
188.272980501393,64.9161290322581,-46
188.356545961003,64.9161290322581,-47
188.440111420613,64.9161290322581,-43
188.523676880223,64.9161290322581,-41
188.607242339833,64.9161290322581,-41
188.690807799443,64.9161290322581,-40
188.774373259053,64.9161290322581,-40
188.857938718663,64.9161290322581,-41
188.941504178273,64.9161290322581,-41
189.025069637883,64.9161290322581,-42
189.108635097493,64.9161290322581,-43
189.192200557103,64.9161290322581,-45
189.275766016713,64.9161290322581,-46
189.359331476323,64.9161290322581,-47
189.442896935933,64.9161290322581,-49
189.526462395543,64.9161290322581,-49
189.610027855153,64.9161290322581,-48
189.693593314763,64.9161290322581,-49
189.777158774373,64.9161290322581,-50
189.860724233983,64.9161290322581,-52
189.944289693593,64.9161290322581,-53
190.027855153203,64.9161290322581,-51
190.111420612813,64.9161290322581,-52
190.194986072423,64.9161290322581,-49
190.278551532033,64.9161290322581,-49
190.362116991643,64.9161290322581,-49
190.445682451253,64.9161290322581,-48
190.529247910864,64.9161290322581,-48
190.612813370474,64.9161290322581,-47
190.696378830084,64.9161290322581,-47
190.779944289694,64.9161290322581,-47
190.863509749304,64.9161290322581,-46
190.947075208914,64.9161290322581,-46
191.030640668524,64.9161290322581,-46
191.114206128134,64.9161290322581,-45
191.197771587744,64.9161290322581,-43
191.281337047354,64.9161290322581,-42
191.364902506964,64.9161290322581,-41
191.448467966574,64.9161290322581,-38
191.532033426184,64.9161290322581,-36
191.615598885794,64.9161290322581,-33
191.699164345404,64.9161290322581,-30
191.782729805014,64.9161290322581,-27
191.866295264624,64.9161290322581,-23
191.949860724234,64.9161290322581,-22
192.033426183844,64.9161290322581,-23
192.116991643454,64.9161290322581,-22
192.200557103064,64.9161290322581,-22
192.284122562674,64.9161290322581,-23
192.367688022284,64.9161290322581,-23
192.451253481894,64.9161290322581,-22
192.534818941504,64.9161290322581,-22
192.618384401114,64.9161290322581,-22
192.701949860724,64.9161290322581,-22
192.785515320334,64.9161290322581,-22
192.869080779944,64.9161290322581,-21
192.952646239554,64.9161290322581,-21
193.036211699164,64.9161290322581,-21
193.119777158774,64.9161290322581,-21
193.203342618384,64.9161290322581,-18
193.286908077994,64.9161290322581,-15
193.370473537604,64.9161290322581,-11
193.454038997214,64.9161290322581,-4
193.537604456825,64.9161290322581,-2
193.621169916435,64.9161290322581,9
193.704735376045,64.9161290322581,36
193.788300835655,64.9161290322581,86
193.871866295265,64.9161290322581,193
193.955431754875,64.9161290322581,251
194.038997214485,64.9161290322581,315
194.122562674095,64.9161290322581,347
194.206128133705,64.9161290322581,259
194.289693593315,64.9161290322581,160
194.373259052925,64.9161290322581,238
194.456824512535,64.9161290322581,329
194.540389972145,64.9161290322581,294
194.623955431755,64.9161290322581,315
194.707520891365,64.9161290322581,319
194.791086350975,64.9161290322581,242
194.874651810585,64.9161290322581,422
194.958217270195,64.9161290322581,346
195.041782729805,64.9161290322581,214
195.125348189415,64.9161290322581,367
195.208913649025,64.9161290322581,289
195.292479108635,64.9161290322581,370
195.376044568245,64.9161290322581,427
195.459610027855,64.9161290322581,272
195.543175487465,64.9161290322581,219
195.626740947075,64.9161290322581,147
195.710306406685,64.9161290322581,150
195.793871866295,64.9161290322581,240
195.877437325905,64.9161290322581,192
195.961002785515,64.9161290322581,272
196.044568245125,64.9161290322581,301
196.128133704735,64.9161290322581,298
196.211699164345,64.9161290322581,236
196.295264623955,64.9161290322581,84
196.378830083565,64.9161290322581,30
196.462395543175,64.9161290322581,53
196.545961002786,64.9161290322581,54
196.629526462396,64.9161290322581,56
196.713091922006,64.9161290322581,120
196.796657381616,64.9161290322581,200
196.880222841226,64.9161290322581,274
196.963788300836,64.9161290322581,206
197.047353760446,64.9161290322581,148
197.130919220056,64.9161290322581,190
197.214484679666,64.9161290322581,149
197.298050139276,64.9161290322581,209
197.381615598886,64.9161290322581,355
197.465181058496,64.9161290322581,614
197.548746518106,64.9161290322581,596
197.632311977716,64.9161290322581,407
197.715877437326,64.9161290322581,225
197.799442896936,64.9161290322581,168
197.883008356546,64.9161290322581,75
197.966573816156,64.9161290322581,42
198.050139275766,64.9161290322581,48
198.133704735376,64.9161290322581,56
198.217270194986,64.9161290322581,6
198.300835654596,64.9161290322581,6
198.384401114206,64.9161290322581,25
198.467966573816,64.9161290322581,101
198.551532033426,64.9161290322581,62
198.635097493036,64.9161290322581,63
198.718662952646,64.9161290322581,0
198.802228412256,64.9161290322581,-2
198.885793871866,64.9161290322581,-3
198.969359331476,64.9161290322581,-3
199.052924791086,64.9161290322581,-1
199.136490250696,64.9161290322581,1
199.220055710306,64.9161290322581,15
199.303621169916,64.9161290322581,28
199.387186629526,64.9161290322581,77
199.470752089136,64.9161290322581,169
199.554317548747,64.9161290322581,280
199.637883008357,64.9161290322581,288
199.721448467967,64.9161290322581,492
199.805013927577,64.9161290322581,464
199.888579387187,64.9161290322581,391
199.972144846797,64.9161290322581,431
200.055710306407,64.9161290322581,360
200.139275766017,64.9161290322581,382
200.222841225627,64.9161290322581,478
200.306406685237,64.9161290322581,560
200.389972144847,64.9161290322581,588
200.473537604457,64.9161290322581,613
200.557103064067,64.9161290322581,698
200.640668523677,64.9161290322581,637
200.724233983287,64.9161290322581,658
200.807799442897,64.9161290322581,630
200.891364902507,64.9161290322581,476
200.974930362117,64.9161290322581,436
201.058495821727,64.9161290322581,432
201.142061281337,64.9161290322581,427
201.225626740947,64.9161290322581,447
201.309192200557,64.9161290322581,530
201.392757660167,64.9161290322581,462
201.476323119777,64.9161290322581,356
201.559888579387,64.9161290322581,265
201.643454038997,64.9161290322581,211
201.727019498607,64.9161290322581,203
201.810584958217,64.9161290322581,166
201.894150417827,64.9161290322581,164
201.977715877437,64.9161290322581,151
202.061281337047,64.9161290322581,155
202.144846796657,64.9161290322581,46
202.228412256267,64.9161290322581,37
202.311977715877,64.9161290322581,37
202.395543175487,64.9161290322581,37
202.479108635098,64.9161290322581,38
202.562674094708,64.9161290322581,37
202.646239554318,64.9161290322581,39
202.729805013928,64.9161290322581,40
202.813370473538,64.9161290322581,40
202.896935933148,64.9161290322581,40
202.980501392758,64.9161290322581,40
203.064066852368,64.9161290322581,42
203.147632311978,64.9161290322581,46
203.231197771588,64.9161290322581,57
203.314763231198,64.9161290322581,68
203.398328690808,64.9161290322581,77
203.481894150418,64.9161290322581,116
203.565459610028,64.9161290322581,130
203.649025069638,64.9161290322581,192
203.732590529248,64.9161290322581,171
203.816155988858,64.9161290322581,150
203.899721448468,64.9161290322581,174
203.983286908078,64.9161290322581,200
204.066852367688,64.9161290322581,258
204.150417827298,64.9161290322581,274
204.233983286908,64.9161290322581,308
204.317548746518,64.9161290322581,321
204.401114206128,64.9161290322581,317
204.484679665738,64.9161290322581,256
204.568245125348,64.9161290322581,201
204.651810584958,64.9161290322581,225
204.735376044568,64.9161290322581,151
204.818941504178,64.9161290322581,78
204.902506963788,64.9161290322581,46
204.986072423398,64.9161290322581,47
205.069637883008,64.9161290322581,47
205.153203342618,64.9161290322581,48
205.236768802228,64.9161290322581,55
205.320334261838,64.9161290322581,58
205.403899721448,64.9161290322581,62
205.487465181058,64.9161290322581,62
205.571030640669,64.9161290322581,63
205.654596100279,64.9161290322581,62
205.738161559889,64.9161290322581,59
205.821727019499,64.9161290322581,56
205.905292479109,64.9161290322581,58
205.988857938719,64.9161290322581,84
206.072423398329,64.9161290322581,96
206.155988857939,64.9161290322581,105
206.239554317549,64.9161290322581,158
206.323119777159,64.9161290322581,197
206.406685236769,64.9161290322581,195
206.490250696379,64.9161290322581,177
206.573816155989,64.9161290322581,186
206.657381615599,64.9161290322581,196
206.740947075209,64.9161290322581,207
206.824512534819,64.9161290322581,217
206.908077994429,64.9161290322581,237
206.991643454039,64.9161290322581,240
207.075208913649,64.9161290322581,234
207.158774373259,64.9161290322581,244
207.242339832869,64.9161290322581,248
207.325905292479,64.9161290322581,256
207.409470752089,64.9161290322581,264
207.493036211699,64.9161290322581,262
207.576601671309,64.9161290322581,262
207.660167130919,64.9161290322581,256
207.743732590529,64.9161290322581,246
207.827298050139,64.9161290322581,239
207.910863509749,64.9161290322581,215
207.994428969359,64.9161290322581,186
208.077994428969,64.9161290322581,172
208.161559888579,64.9161290322581,244
208.245125348189,64.9161290322581,216
208.328690807799,64.9161290322581,210
208.412256267409,64.9161290322581,194
208.495821727019,64.9161290322581,102
208.57938718663,64.9161290322581,83
208.66295264624,64.9161290322581,106
208.74651810585,64.9161290322581,110
208.83008356546,64.9161290322581,158
208.91364902507,64.9161290322581,197
208.99721448468,64.9161290322581,217
209.08077994429,64.9161290322581,189
209.1643454039,64.9161290322581,167
209.24791086351,64.9161290322581,197
209.33147632312,64.9161290322581,163
209.41504178273,64.9161290322581,122
209.49860724234,64.9161290322581,128
209.58217270195,64.9161290322581,104
209.66573816156,64.9161290322581,89
209.74930362117,64.9161290322581,86
209.83286908078,64.9161290322581,87
209.91643454039,64.9161290322581,159
210,64.9161290322581,203
180,64.8322580645161,-30
180.08356545961,64.8322580645161,-31
180.16713091922,64.8322580645161,-36
180.25069637883,64.8322580645161,-39
180.33426183844,64.8322580645161,-43
180.41782729805,64.8322580645161,-67
180.50139275766,64.8322580645161,-78
180.58495821727,64.8322580645161,-79
180.66852367688,64.8322580645161,-80
180.75208913649,64.8322580645161,-83
180.8356545961,64.8322580645161,-86
180.91922005571,64.8322580645161,-81
181.00278551532,64.8322580645161,-79
181.08635097493,64.8322580645161,-76
181.16991643454,64.8322580645161,-76
181.25348189415,64.8322580645161,-75
181.33704735376,64.8322580645161,-76
181.42061281337,64.8322580645161,-78
181.504178272981,64.8322580645161,-79
181.587743732591,64.8322580645161,-80
181.671309192201,64.8322580645161,-80
181.754874651811,64.8322580645161,-77
181.838440111421,64.8322580645161,-76
181.922005571031,64.8322580645161,-70
182.005571030641,64.8322580645161,-67
182.089136490251,64.8322580645161,-66
182.172701949861,64.8322580645161,-67
182.256267409471,64.8322580645161,-65
182.339832869081,64.8322580645161,-61
182.423398328691,64.8322580645161,-54
182.506963788301,64.8322580645161,-51
182.590529247911,64.8322580645161,-51
182.674094707521,64.8322580645161,-54
182.757660167131,64.8322580645161,-52
182.841225626741,64.8322580645161,-59
182.924791086351,64.8322580645161,-63
183.008356545961,64.8322580645161,-64
183.091922005571,64.8322580645161,-64
183.175487465181,64.8322580645161,-61
183.259052924791,64.8322580645161,-61
183.342618384401,64.8322580645161,-64
183.426183844011,64.8322580645161,-65
183.509749303621,64.8322580645161,-62
183.593314763231,64.8322580645161,-63
183.676880222841,64.8322580645161,-66
183.760445682451,64.8322580645161,-68
183.844011142061,64.8322580645161,-70
183.927576601671,64.8322580645161,-67
184.011142061281,64.8322580645161,-66
184.094707520891,64.8322580645161,-65
184.178272980501,64.8322580645161,-72
184.261838440111,64.8322580645161,-67
184.345403899721,64.8322580645161,-61
184.428969359331,64.8322580645161,-42
184.512534818942,64.8322580645161,-16
184.596100278552,64.8322580645161,-8
184.679665738162,64.8322580645161,64
184.763231197772,64.8322580645161,132
184.846796657382,64.8322580645161,135
184.930362116992,64.8322580645161,114
185.013927576602,64.8322580645161,60
185.097493036212,64.8322580645161,-10
185.181058495822,64.8322580645161,7
185.264623955432,64.8322580645161,1
185.348189415042,64.8322580645161,61
185.431754874652,64.8322580645161,130
185.515320334262,64.8322580645161,139
185.598885793872,64.8322580645161,178
185.682451253482,64.8322580645161,183
185.766016713092,64.8322580645161,170
185.849582172702,64.8322580645161,99
185.933147632312,64.8322580645161,69
186.016713091922,64.8322580645161,176
186.100278551532,64.8322580645161,260
186.183844011142,64.8322580645161,315
186.267409470752,64.8322580645161,441
186.350974930362,64.8322580645161,613
186.434540389972,64.8322580645161,471
186.518105849582,64.8322580645161,343
186.601671309192,64.8322580645161,460
186.685236768802,64.8322580645161,472
186.768802228412,64.8322580645161,339
186.852367688022,64.8322580645161,93
186.935933147632,64.8322580645161,106
187.019498607242,64.8322580645161,239
187.103064066852,64.8322580645161,294
187.186629526462,64.8322580645161,76
187.270194986072,64.8322580645161,-20
187.353760445682,64.8322580645161,-18
187.437325905292,64.8322580645161,116
187.520891364902,64.8322580645161,280
187.604456824513,64.8322580645161,231
187.688022284123,64.8322580645161,135
187.771587743733,64.8322580645161,33
187.855153203343,64.8322580645161,-2
187.938718662953,64.8322580645161,-15
188.022284122563,64.8322580645161,-17
188.105849582173,64.8322580645161,-19
188.189415041783,64.8322580645161,-35
188.272980501393,64.8322580645161,-41
188.356545961003,64.8322580645161,-44
188.440111420613,64.8322580645161,-43
188.523676880223,64.8322580645161,-42
188.607242339833,64.8322580645161,-42
188.690807799443,64.8322580645161,-41
188.774373259053,64.8322580645161,-41
188.857938718663,64.8322580645161,-42
188.941504178273,64.8322580645161,-43
189.025069637883,64.8322580645161,-44
189.108635097493,64.8322580645161,-44
189.192200557103,64.8322580645161,-46
189.275766016713,64.8322580645161,-47
189.359331476323,64.8322580645161,-48
189.442896935933,64.8322580645161,-46
189.526462395543,64.8322580645161,-46
189.610027855153,64.8322580645161,-47
189.693593314763,64.8322580645161,-50
189.777158774373,64.8322580645161,-52
189.860724233983,64.8322580645161,-50
189.944289693593,64.8322580645161,-51
190.027855153203,64.8322580645161,-49
190.111420612813,64.8322580645161,-50
190.194986072423,64.8322580645161,-49
190.278551532033,64.8322580645161,-48
190.362116991643,64.8322580645161,-48
190.445682451253,64.8322580645161,-47
190.529247910864,64.8322580645161,-47
190.612813370474,64.8322580645161,-47
190.696378830084,64.8322580645161,-46
190.779944289694,64.8322580645161,-46
190.863509749304,64.8322580645161,-45
190.947075208914,64.8322580645161,-45
191.030640668524,64.8322580645161,-44
191.114206128134,64.8322580645161,-44
191.197771587744,64.8322580645161,-42
191.281337047354,64.8322580645161,-41
191.364902506964,64.8322580645161,-39
191.448467966574,64.8322580645161,-37
191.532033426184,64.8322580645161,-35
191.615598885794,64.8322580645161,-33
191.699164345404,64.8322580645161,-30
191.782729805014,64.8322580645161,-28
191.866295264624,64.8322580645161,-24
191.949860724234,64.8322580645161,-24
192.033426183844,64.8322580645161,-23
192.116991643454,64.8322580645161,-23
192.200557103064,64.8322580645161,-23
192.284122562674,64.8322580645161,-23
192.367688022284,64.8322580645161,-23
192.451253481894,64.8322580645161,-23
192.534818941504,64.8322580645161,-23
192.618384401114,64.8322580645161,-23
192.701949860724,64.8322580645161,-23
192.785515320334,64.8322580645161,-22
192.869080779944,64.8322580645161,-22
192.952646239554,64.8322580645161,-22
193.036211699164,64.8322580645161,-22
193.119777158774,64.8322580645161,-22
193.203342618384,64.8322580645161,-21
193.286908077994,64.8322580645161,-20
193.370473537604,64.8322580645161,-17
193.454038997214,64.8322580645161,-5
193.537604456825,64.8322580645161,14
193.621169916435,64.8322580645161,39
193.704735376045,64.8322580645161,98
193.788300835655,64.8322580645161,167
193.871866295265,64.8322580645161,231
193.955431754875,64.8322580645161,205
194.038997214485,64.8322580645161,207
194.122562674095,64.8322580645161,154
194.206128133705,64.8322580645161,166
194.289693593315,64.8322580645161,201
194.373259052925,64.8322580645161,182
194.456824512535,64.8322580645161,327
194.540389972145,64.8322580645161,230
194.623955431755,64.8322580645161,283
194.707520891365,64.8322580645161,325
194.791086350975,64.8322580645161,186
194.874651810585,64.8322580645161,304
194.958217270195,64.8322580645161,210
195.041782729805,64.8322580645161,166
195.125348189415,64.8322580645161,295
195.208913649025,64.8322580645161,257
195.292479108635,64.8322580645161,313
195.376044568245,64.8322580645161,315
195.459610027855,64.8322580645161,245
195.543175487465,64.8322580645161,253
195.626740947075,64.8322580645161,179
195.710306406685,64.8322580645161,164
195.793871866295,64.8322580645161,248
195.877437325905,64.8322580645161,335
195.961002785515,64.8322580645161,336
196.044568245125,64.8322580645161,297
196.128133704735,64.8322580645161,273
196.211699164345,64.8322580645161,199
196.295264623955,64.8322580645161,219
196.378830083565,64.8322580645161,86
196.462395543175,64.8322580645161,17
196.545961002786,64.8322580645161,35
196.629526462396,64.8322580645161,35
196.713091922006,64.8322580645161,38
196.796657381616,64.8322580645161,42
196.880222841226,64.8322580645161,110
196.963788300836,64.8322580645161,192
197.047353760446,64.8322580645161,215
197.130919220056,64.8322580645161,396
197.214484679666,64.8322580645161,218
197.298050139276,64.8322580645161,225
